vote_number,member_full,numerical_vote,
78,Wicker (R-MS),2,
78,Wyden (D-OR),2,
11,Alexander (R-TN),1,
11,Ayotte (R-NH),2,
11,Baldwin (D-WI),2,
11,Barrasso (R-WY),1,
11,Baucus (D-MT),2,
11,Begich (D-AK),2,
11,Bennet (D-CO),2,
11,Blumenthal (D-CT),2,
11,Blunt (R-MO),2,
11,Boozman (R-AR),1,
11,Boxer (D-CA),2,
11,Brown (D-OH),2,
11,Burr (R-NC),1,
11,Cantwell (D-WA),2,
11,Cardin (D-MD),2,
11,Carper (D-DE),2,
11,Casey (D-PA),2,
11,Chambliss (R-GA),1,
11,Coats (R-IN),1,
11,Coburn (R-OK),1,
11,Cochran (R-MS),2,
11,Collins (R-ME),2,
11,Coons (D-DE),2,
11,Corker (R-TN),1,
11,Cornyn (R-TX),1,
11,Crapo (R-ID),1,
11,Cruz (R-TX),1,
11,Donnelly (D-IN),2,
11,Durbin (D-IL),2,
11,Enzi (R-WY),1,
11,Feinstein (D-CA),2,
11,Fischer (R-NE),1,
11,Flake (R-AZ),1,
11,Franken (D-MN),2,
11,Gillibrand (D-NY),2,
11,Graham (R-SC),2,
11,Grassley (R-IA),1,
11,Hagan (D-NC),2,
11,Harkin (D-IA),2,
11,Hatch (R-UT),1,
11,Heinrich (D-NM),2,
11,Heitkamp (D-ND),2,
11,Heller (R-NV),2,
11,Hirono (D-HI),2,
11,Hoeven (R-ND),2,
11,Inhofe (R-OK),1,
11,Isakson (R-GA),1,
11,Johanns (R-NE),1,
11,Johnson (D-SD),2,
11,Johnson (R-WI),1,
11,Kaine (D-VA),2,
11,Kerry (D-MA),0,
11,King (I-ME),2,
11,Kirk (R-IL),1,
11,Klobuchar (D-MN),2,
11,Landrieu (D-LA),2,
11,Lautenberg (D-NJ),2,
11,Leahy (D-VT),2,
11,Lee (R-UT),1,
11,Levin (D-MI),2,
11,Manchin (D-WV),1,
11,McCain (R-AZ),2,
11,McCaskill (D-MO),2,
11,McConnell (R-KY),1,
11,Menendez (D-NJ),2,
11,Merkley (D-OR),2,
11,Mikulski (D-MD),2,
11,Moran (R-KS),1,
11,Murkowski (R-AK),2,
11,Murphy (D-CT),2,
11,Murray (D-WA),0,
11,Nelson (D-FL),2,
11,Paul (R-KY),1,
11,Portman (R-OH),1,
11,Pryor (D-AR),2,
11,Reed (D-RI),2,
11,Reid (D-NV),2,
11,Risch (R-ID),1,
11,Roberts (R-KS),1,
11,Rockefeller (D-WV),2,
11,Rubio (R-FL),1,
11,Sanders (I-VT),2,
11,Schatz (D-HI),2,
11,Schumer (D-NY),2,
11,Scott (R-SC),1,
11,Sessions (R-AL),1,
11,Shaheen (D-NH),2,
11,Shelby (R-AL),2,
11,Stabenow (D-MI),2,
11,Tester (D-MT),2,
11,Thune (R-SD),2,
11,Toomey (R-PA),1,
11,Udall (D-CO),2,
11,Udall (D-NM),2,
11,Vitter (R-LA),1,
11,Warner (D-VA),2,
11,Warren (D-MA),2,
11,Whitehouse (D-RI),2,
11,Wicker (R-MS),2,
11,Wyden (D-OR),2,
187,Alexander (R-TN),2,
187,Ayotte (R-NH),2,
187,Baldwin (D-WI),2,
187,Barrasso (R-WY),2,
187,Begich (D-AK),2,
187,Bennet (D-CO),2,
187,Blumenthal (D-CT),2,
187,Blunt (R-MO),2,
187,Booker (D-NJ),2,
187,Boozman (R-AR),2,
187,Boxer (D-CA),2,
187,Brown (D-OH),2,
187,Burr (R-NC),2,
187,Cantwell (D-WA),2,
187,Cardin (D-MD),2,
187,Carper (D-DE),2,
187,Casey (D-PA),2,
187,Chambliss (R-GA),2,
187,Coats (R-IN),2,
187,Coburn (R-OK),2,
187,Cochran (R-MS),0,
187,Collins (R-ME),2,
187,Coons (D-DE),2,
187,Corker (R-TN),1,
187,Cornyn (R-TX),2,
187,Crapo (R-ID),2,
187,Cruz (R-TX),2,
187,Donnelly (D-IN),2,
187,Durbin (D-IL),2,
187,Enzi (R-WY),2,
187,Feinstein (D-CA),2,
187,Fischer (R-NE),2,
187,Flake (R-AZ),2,
187,Franken (D-MN),2,
187,Gillibrand (D-NY),2,
187,Graham (R-SC),2,
187,Grassley (R-IA),2,
187,Hagan (D-NC),2,
187,Harkin (D-IA),2,
187,Hatch (R-UT),2,
187,Heinrich (D-NM),2,
187,Heitkamp (D-ND),2,
187,Heller (R-NV),2,
187,Hirono (D-HI),2,
187,Hoeven (R-ND),2,
187,Inhofe (R-OK),2,
187,Isakson (R-GA),2,
187,Johanns (R-NE),2,
187,Johnson (D-SD),2,
187,Johnson (R-WI),1,
187,Kaine (D-VA),2,
187,King (I-ME),2,
187,Kirk (R-IL),2,
187,Klobuchar (D-MN),2,
187,Landrieu (D-LA),2,
187,Leahy (D-VT),2,
187,Lee (R-UT),2,
187,Levin (D-MI),2,
187,Manchin (D-WV),2,
187,Markey (D-MA),2,
187,McCain (R-AZ),2,
187,McCaskill (D-MO),0,
187,McConnell (R-KY),2,
187,Menendez (D-NJ),2,
187,Merkley (D-OR),0,
187,Mikulski (D-MD),2,
187,Moran (R-KS),0,
187,Murkowski (R-AK),2,
187,Murphy (D-CT),2,
187,Murray (D-WA),2,
187,Nelson (D-FL),2,
187,Paul (R-KY),2,
187,Portman (R-OH),2,
187,Pryor (D-AR),2,
187,Reed (D-RI),2,
187,Reid (D-NV),2,
187,Risch (R-ID),2,
187,Roberts (R-KS),2,
187,Rockefeller (D-WV),2,
187,Rubio (R-FL),2,
187,Sanders (I-VT),2,
187,Schatz (D-HI),2,
187,Schumer (D-NY),2,
187,Scott (R-SC),2,
187,Sessions (R-AL),1,
187,Shaheen (D-NH),2,
187,Shelby (R-AL),2,
187,Stabenow (D-MI),2,
187,Tester (D-MT),2,
187,Thune (R-SD),2,
187,Toomey (R-PA),2,
187,Udall (D-CO),2,
187,Udall (D-NM),2,
187,Vitter (R-LA),2,
187,Walsh (D-MT),2,
187,Warner (D-VA),2,
187,Warren (D-MA),2,
187,Whitehouse (D-RI),2,
187,Wicker (R-MS),2,
187,Wyden (D-OR),2,
219,Alexander (R-TN),2,
219,Ayotte (R-NH),2,
219,Baldwin (D-WI),2,
219,Barrasso (R-WY),2,
219,Baucus (D-MT),2,
219,Begich (D-AK),2,
219,Bennet (D-CO),2,
219,Blumenthal (D-CT),2,
219,Blunt (R-MO),2,
219,Boozman (R-AR),2,
219,Boxer (D-CA),2,
219,Brown (D-OH),2,
219,Burr (R-NC),2,
219,Cantwell (D-WA),2,
219,Cardin (D-MD),2,
219,Carper (D-DE),2,
219,Casey (D-PA),2,
219,Chambliss (R-GA),2,
219,Chiesa (R-NJ),2,
219,Coats (R-IN),2,
219,Coburn (R-OK),1,
219,Cochran (R-MS),2,
219,Collins (R-ME),2,
219,Coons (D-DE),2,
219,Corker (R-TN),2,
219,Cornyn (R-TX),1,
219,Crapo (R-ID),1,
219,Cruz (R-TX),1,
219,Donnelly (D-IN),2,
219,Durbin (D-IL),2,
219,Enzi (R-WY),1,
219,Feinstein (D-CA),2,
219,Fischer (R-NE),2,
219,Flake (R-AZ),2,
219,Franken (D-MN),2,
219,Gillibrand (D-NY),2,
219,Graham (R-SC),2,
219,Grassley (R-IA),1,
219,Hagan (D-NC),2,
219,Harkin (D-IA),2,
219,Hatch (R-UT),2,
219,Heinrich (D-NM),2,
219,Heitkamp (D-ND),2,
219,Heller (R-NV),1,
219,Hirono (D-HI),2,
219,Hoeven (R-ND),2,
219,Inhofe (R-OK),0,
219,Isakson (R-GA),2,
219,Johanns (R-NE),2,
219,Johnson (D-SD),2,
219,Johnson (R-WI),1,
219,Kaine (D-VA),2,
219,King (I-ME),2,
219,Kirk (R-IL),2,
219,Klobuchar (D-MN),2,
219,Landrieu (D-LA),2,
219,Leahy (D-VT),2,
219,Lee (R-UT),1,
219,Levin (D-MI),2,
219,Manchin (D-WV),2,
219,Markey (D-MA),2,
219,McCain (R-AZ),2,
219,McCaskill (D-MO),2,
219,McConnell (R-KY),2,
219,Menendez (D-NJ),2,
219,Merkley (D-OR),2,
219,Mikulski (D-MD),2,
219,Moran (R-KS),2,
219,Murkowski (R-AK),2,
219,Murphy (D-CT),2,
219,Murray (D-WA),2,
219,Nelson (D-FL),2,
219,Paul (R-KY),1,
219,Portman (R-OH),2,
219,Pryor (D-AR),2,
219,Reed (D-RI),2,
219,Reid (D-NV),2,
219,Risch (R-ID),1,
219,Roberts (R-KS),1,
219,Rockefeller (D-WV),2,
219,Rubio (R-FL),1,
219,Sanders (I-VT),2,
219,Schatz (D-HI),2,
219,Schumer (D-NY),2,
219,Scott (R-SC),1,
219,Sessions (R-AL),1,
219,Shaheen (D-NH),2,
219,Shelby (R-AL),1,
219,Stabenow (D-MI),2,
219,Tester (D-MT),2,
219,Thune (R-SD),2,
219,Toomey (R-PA),1,
219,Udall (D-CO),2,
219,Udall (D-NM),2,
219,Vitter (R-LA),1,
219,Warner (D-VA),2,
219,Warren (D-MA),2,
219,Whitehouse (D-RI),2,
219,Wicker (R-MS),2,
219,Wyden (D-OR),2,
185,Alexander (R-TN),2,
185,Ayotte (R-NH),2,
185,Baldwin (D-WI),1,
185,Barrasso (R-WY),2,
185,Baucus (D-MT),2,
185,Begich (D-AK),2,
185,Bennet (D-CO),2,
185,Blumenthal (D-CT),1,
185,Blunt (R-MO),2,
185,Boozman (R-AR),2,
185,Boxer (D-CA),1,
185,Brown (D-OH),1,
185,Burr (R-NC),2,
185,Cantwell (D-WA),2,
185,Cardin (D-MD),1,
185,Carper (D-DE),2,
185,Casey (D-PA),2,
185,Chambliss (R-GA),2,
185,Chiesa (R-NJ),2,
185,Coats (R-IN),2,
185,Coburn (R-OK),2,
185,Cochran (R-MS),2,
185,Collins (R-ME),2,
185,Coons (D-DE),2,
185,Corker (R-TN),2,
185,Cornyn (R-TX),2,
185,Crapo (R-ID),2,
185,Cruz (R-TX),2,
185,Donnelly (D-IN),2,
185,Durbin (D-IL),2,
185,Enzi (R-WY),2,
185,Feinstein (D-CA),2,
185,Fischer (R-NE),2,
185,Flake (R-AZ),2,
185,Franken (D-MN),2,
185,Gillibrand (D-NY),1,
185,Graham (R-SC),2,
185,Grassley (R-IA),2,
185,Hagan (D-NC),2,
185,Harkin (D-IA),2,
185,Hatch (R-UT),2,
185,Heinrich (D-NM),2,
185,Heitkamp (D-ND),2,
185,Heller (R-NV),2,
185,Hirono (D-HI),1,
185,Hoeven (R-ND),2,
185,Inhofe (R-OK),2,
185,Isakson (R-GA),2,
185,Johanns (R-NE),2,
185,Johnson (D-SD),2,
185,Johnson (R-WI),2,
185,Kaine (D-VA),2,
185,King (I-ME),2,
185,Kirk (R-IL),2,
185,Klobuchar (D-MN),2,
185,Landrieu (D-LA),2,
185,Leahy (D-VT),1,
185,Lee (R-UT),1,
185,Levin (D-MI),2,
185,Manchin (D-WV),2,
185,Markey (D-MA),1,
185,McCain (R-AZ),2,
185,McCaskill (D-MO),0,
185,McConnell (R-KY),2,
185,Menendez (D-NJ),1,
185,Merkley (D-OR),2,
185,Mikulski (D-MD),2,
185,Moran (R-KS),2,
185,Murkowski (R-AK),2,
185,Murphy (D-CT),1,
185,Murray (D-WA),2,
185,Nelson (D-FL),2,
185,Paul (R-KY),2,
185,Portman (R-OH),2,
185,Pryor (D-AR),2,
185,Reed (D-RI),1,
185,Reid (D-NV),2,
185,Risch (R-ID),2,
185,Roberts (R-KS),2,
185,Rockefeller (D-WV),2,
185,Rubio (R-FL),2,
185,Sanders (I-VT),1,
185,Schatz (D-HI),2,
185,Schumer (D-NY),2,
185,Scott (R-SC),2,
185,Sessions (R-AL),2,
185,Shaheen (D-NH),2,
185,Shelby (R-AL),2,
185,Stabenow (D-MI),1,
185,Tester (D-MT),2,
185,Thune (R-SD),2,
185,Toomey (R-PA),2,
185,Udall (D-CO),2,
185,Udall (D-NM),1,
185,Vitter (R-LA),2,
185,Warner (D-VA),2,
185,Warren (D-MA),1,
185,Whitehouse (D-RI),1,
185,Wicker (R-MS),2,
185,Wyden (D-OR),2,
4,Alexander (R-TN),2,
4,Ayotte (R-NH),1,
4,Baldwin (D-WI),2,
4,Barrasso (R-WY),1,
4,Baucus (D-MT),2,
4,Begich (D-AK),2,
4,Bennet (D-CO),2,
4,Blumenthal (D-CT),2,
4,Blunt (R-MO),1,
4,Boozman (R-AR),1,
4,Boxer (D-CA),2,
4,Brown (D-OH),2,
4,Burr (R-NC),1,
4,Cantwell (D-WA),2,
4,Cardin (D-MD),2,
4,Carper (D-DE),2,
4,Casey (D-PA),2,
4,Chambliss (R-GA),1,
4,Coats (R-IN),1,
4,Coburn (R-OK),1,
4,Cochran (R-MS),2,
4,Collins (R-ME),2,
4,Coons (D-DE),2,
4,Corker (R-TN),1,
4,Cornyn (R-TX),1,
4,Crapo (R-ID),1,
4,Cruz (R-TX),1,
4,Donnelly (D-IN),2,
4,Durbin (D-IL),2,
4,Enzi (R-WY),1,
4,Feinstein (D-CA),2,
4,Fischer (R-NE),1,
4,Flake (R-AZ),1,
4,Franken (D-MN),2,
4,Gillibrand (D-NY),2,
4,Graham (R-SC),1,
4,Grassley (R-IA),1,
4,Hagan (D-NC),2,
4,Harkin (D-IA),2,
4,Hatch (R-UT),1,
4,Heinrich (D-NM),2,
4,Heitkamp (D-ND),2,
4,Heller (R-NV),2,
4,Hirono (D-HI),2,
4,Hoeven (R-ND),2,
4,Inhofe (R-OK),1,
4,Isakson (R-GA),1,
4,Johanns (R-NE),1,
4,Johnson (D-SD),2,
4,Johnson (R-WI),1,
4,Kaine (D-VA),2,
4,Kerry (D-MA),2,
4,King (I-ME),0,
4,Kirk (R-IL),1,
4,Klobuchar (D-MN),2,
4,Landrieu (D-LA),2,
4,Lautenberg (D-NJ),2,
4,Leahy (D-VT),2,
4,Lee (R-UT),1,
4,Levin (D-MI),2,
4,Manchin (D-WV),2,
4,McCain (R-AZ),1,
4,McCaskill (D-MO),2,
4,McConnell (R-KY),1,
4,Menendez (D-NJ),2,
4,Merkley (D-OR),2,
4,Mikulski (D-MD),2,
4,Moran (R-KS),1,
4,Murkowski (R-AK),2,
4,Murphy (D-CT),2,
4,Murray (D-WA),0,
4,Nelson (D-FL),2,
4,Paul (R-KY),1,
4,Portman (R-OH),1,
4,Pryor (D-AR),2,
4,Reed (D-RI),2,
4,Reid (D-NV),2,
4,Risch (R-ID),1,
4,Roberts (R-KS),1,
4,Rockefeller (D-WV),2,
4,Rubio (R-FL),1,
4,Sanders (I-VT),2,
4,Schatz (D-HI),2,
4,Schumer (D-NY),2,
4,Scott (R-SC),1,
4,Sessions (R-AL),1,
4,Shaheen (D-NH),2,
4,Shelby (R-AL),2,
4,Stabenow (D-MI),2,
4,Tester (D-MT),2,
4,Thune (R-SD),1,
4,Toomey (R-PA),1,
4,Udall (D-CO),2,
4,Udall (D-NM),2,
4,Vitter (R-LA),2,
4,Warner (D-VA),2,
4,Warren (D-MA),2,
4,Whitehouse (D-RI),2,
4,Wicker (R-MS),2,
4,Wyden (D-OR),2,
