session,vote_number,vote_question_text,member_full,vote_cast,vote_id,numerical_vote
2,231,On Passage of the Bill S. 2244,Menendez (D-NJ),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Merkley (D-OR),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Mikulski (D-MD),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Moran (R-KS),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Murkowski (R-AK),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Murphy (D-CT),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Murray (D-WA),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Nelson (D-FL),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Paul (R-KY),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Portman (R-OH),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Pryor (D-AR),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Reed (D-RI),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Reid (D-NV),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Risch (R-ID),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Roberts (R-KS),Nay,2:231,1
2,231,On Passage of the Bill S. 2244,Rockefeller (D-WV),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Rubio (R-FL),Nay,2:231,1
2,231,On Passage of the Bill S. 2244,Sanders (I-VT),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Schatz (D-HI),Not Voting,2:231,0
2,231,On Passage of the Bill S. 2244,Schumer (D-NY),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Scott (R-SC),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Sessions (R-AL),Nay,2:231,1
2,231,On Passage of the Bill S. 2244,Shaheen (D-NH),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Shelby (R-AL),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Stabenow (D-MI),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Tester (D-MT),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Thune (R-SD),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Toomey (R-PA),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Udall (D-CO),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Udall (D-NM),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Vitter (R-LA),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Walsh (D-MT),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Warner (D-VA),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Warren (D-MA),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Whitehouse (D-RI),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Wicker (R-MS),Yea,2:231,2
2,231,On Passage of the Bill S. 2244,Wyden (D-OR),Yea,2:231,2
2,19,On Passage of the Bill S. 1926,Alexander (R-TN),Nay,2:19,1
2,19,On Passage of the Bill S. 1926,Ayotte (R-NH),Nay,2:19,1
2,19,On Passage of the Bill S. 1926,Baldwin (D-WI),Yea,2:19,2
2,19,On Passage of the Bill S. 1926,Barrasso (R-WY),Nay,2:19,1
2,19,On Passage of the Bill S. 1926,Baucus (D-MT),Yea,2:19,2
2,19,On Passage of the Bill S. 1926,Begich (D-AK),Yea,2:19,2
2,19,On Passage of the Bill S. 1926,Bennet (D-CO),Yea,2:19,2
2,19,On Passage of the Bill S. 1926,Blumenthal (D-CT),Yea,2:19,2
2,19,On Passage of the Bill S. 1926,Blunt (R-MO),Yea,2:19,2
2,19,On Passage of the Bill S. 1926,Booker (D-NJ),Yea,2:19,2
2,19,On Passage of the Bill S. 1926,Boozman (R-AR),Nay,2:19,1
2,19,On Passage of the Bill S. 1926,Boxer (D-CA),Yea,2:19,2
2,19,On Passage of the Bill S. 1926,Brown (D-OH),Not Voting,2:19,0
2,19,On Passage of the Bill S. 1926,Burr (R-NC),Yea,2:19,2
2,19,On Passage of the Bill S. 1926,Cantwell (D-WA),Yea,2:19,2
2,19,On Passage of the Bill S. 1926,Cardin (D-MD),Yea,2:19,2
2,19,On Passage of the Bill S. 1926,Carper (D-DE),Nay,2:19,1
2,19,On Passage of the Bill S. 1926,Casey (D-PA),Yea,2:19,2
2,19,On Passage of the Bill S. 1926,Chambliss (R-GA),Yea,2:19,2
2,19,On Passage of the Bill S. 1926,Coats (R-IN),Nay,2:19,1
2,19,On Passage of the Bill S. 1926,Coburn (R-OK),Nay,2:19,1
2,19,On Passage of the Bill S. 1926,Cochran (R-MS),Yea,2:19,2
2,19,On Passage of the Bill S. 1926,Collins (R-ME),Yea,2:19,2
2,19,On Passage of the Bill S. 1926,Coons (D-DE),Yea,2:19,2
2,19,On Passage of the Bill S. 1926,Corker (R-TN),Nay,2:19,1
2,19,On Passage of the Bill S. 1926,Cornyn (R-TX),Nay,2:19,1
2,19,On Passage of the Bill S. 1926,Crapo (R-ID),Nay,2:19,1
2,19,On Passage of the Bill S. 1926,Cruz (R-TX),Nay,2:19,1
2,19,On Passage of the Bill S. 1926,Donnelly (D-IN),Yea,2:19,2
2,19,On Passage of the Bill S. 1926,Durbin (D-IL),Yea,2:19,2
2,19,On Passage of the Bill S. 1926,Enzi (R-WY),Nay,2:19,1
2,19,On Passage of the Bill S. 1926,Feinstein (D-CA),Yea,2:19,2
2,19,On Passage of the Bill S. 1926,Fischer (R-NE),Nay,2:19,1
2,19,On Passage of the Bill S. 1926,Flake (R-AZ),Nay,2:19,1
2,19,On Passage of the Bill S. 1926,Franken (D-MN),Yea,2:19,2
2,19,On Passage of the Bill S. 1926,Gillibrand (D-NY),Yea,2:19,2
2,19,On Passage of the Bill S. 1926,Graham (R-SC),Yea,2:19,2
2,19,On Passage of the Bill S. 1926,Grassley (R-IA),Nay,2:19,1
2,19,On Passage of the Bill S. 1926,Hagan (D-NC),Yea,2:19,2
2,19,On Passage of the Bill S. 1926,Harkin (D-IA),Yea,2:19,2
2,19,On Passage of the Bill S. 1926,Hatch (R-UT),Nay,2:19,1
2,19,On Passage of the Bill S. 1926,Heinrich (D-NM),Yea,2:19,2
2,19,On Passage of the Bill S. 1926,Heitkamp (D-ND),Yea,2:19,2
2,19,On Passage of the Bill S. 1926,Heller (R-NV),Nay,2:19,1
2,19,On Passage of the Bill S. 1926,Hirono (D-HI),Yea,2:19,2
2,19,On Passage of the Bill S. 1926,Hoeven (R-ND),Yea,2:19,2
2,19,On Passage of the Bill S. 1926,Inhofe (R-OK),Nay,2:19,1
2,19,On Passage of the Bill S. 1926,Isakson (R-GA),Yea,2:19,2
2,19,On Passage of the Bill S. 1926,Johanns (R-NE),Yea,2:19,2
2,19,On Passage of the Bill S. 1926,Johnson (D-SD),Yea,2:19,2
2,19,On Passage of the Bill S. 1926,Johnson (R-WI),Nay,2:19,1
2,19,On Passage of the Bill S. 1926,Kaine (D-VA),Yea,2:19,2
2,19,On Passage of the Bill S. 1926,King (I-ME),Yea,2:19,2
2,19,On Passage of the Bill S. 1926,Kirk (R-IL),Nay,2:19,1
2,19,On Passage of the Bill S. 1926,Klobuchar (D-MN),Yea,2:19,2
2,19,On Passage of the Bill S. 1926,Landrieu (D-LA),Yea,2:19,2
2,19,On Passage of the Bill S. 1926,Leahy (D-VT),Yea,2:19,2
2,19,On Passage of the Bill S. 1926,Lee (R-UT),Nay,2:19,1
2,19,On Passage of the Bill S. 1926,Levin (D-MI),Yea,2:19,2
2,19,On Passage of the Bill S. 1926,Manchin (D-WV),Yea,2:19,2
2,19,On Passage of the Bill S. 1926,Markey (D-MA),Yea,2:19,2
2,19,On Passage of the Bill S. 1926,McCain (R-AZ),Nay,2:19,1
2,19,On Passage of the Bill S. 1926,McCaskill (D-MO),Yea,2:19,2
2,19,On Passage of the Bill S. 1926,McConnell (R-KY),Nay,2:19,1
2,19,On Passage of the Bill S. 1926,Menendez (D-NJ),Yea,2:19,2
2,19,On Passage of the Bill S. 1926,Merkley (D-OR),Yea,2:19,2
2,19,On Passage of the Bill S. 1926,Mikulski (D-MD),Yea,2:19,2
2,19,On Passage of the Bill S. 1926,Moran (R-KS),Nay,2:19,1
2,19,On Passage of the Bill S. 1926,Murkowski (R-AK),Yea,2:19,2
2,19,On Passage of the Bill S. 1926,Murphy (D-CT),Yea,2:19,2
2,19,On Passage of the Bill S. 1926,Murray (D-WA),Yea,2:19,2
2,19,On Passage of the Bill S. 1926,Nelson (D-FL),Yea,2:19,2
2,19,On Passage of the Bill S. 1926,Paul (R-KY),Nay,2:19,1
2,19,On Passage of the Bill S. 1926,Portman (R-OH),Nay,2:19,1
2,19,On Passage of the Bill S. 1926,Pryor (D-AR),Yea,2:19,2
2,19,On Passage of the Bill S. 1926,Reed (D-RI),Yea,2:19,2
2,19,On Passage of the Bill S. 1926,Reid (D-NV),Yea,2:19,2
2,19,On Passage of the Bill S. 1926,Risch (R-ID),Nay,2:19,1
2,19,On Passage of the Bill S. 1926,Roberts (R-KS),Nay,2:19,1
2,19,On Passage of the Bill S. 1926,Rockefeller (D-WV),Yea,2:19,2
2,19,On Passage of the Bill S. 1926,Rubio (R-FL),Yea,2:19,2
2,19,On Passage of the Bill S. 1926,Sanders (I-VT),Yea,2:19,2
2,19,On Passage of the Bill S. 1926,Schatz (D-HI),Yea,2:19,2
2,19,On Passage of the Bill S. 1926,Schumer (D-NY),Yea,2:19,2
2,19,On Passage of the Bill S. 1926,Scott (R-SC),Yea,2:19,2
2,19,On Passage of the Bill S. 1926,Sessions (R-AL),Nay,2:19,1
2,19,On Passage of the Bill S. 1926,Shaheen (D-NH),Yea,2:19,2
2,19,On Passage of the Bill S. 1926,Shelby (R-AL),Nay,2:19,1
2,19,On Passage of the Bill S. 1926,Stabenow (D-MI),Yea,2:19,2
2,19,On Passage of the Bill S. 1926,Tester (D-MT),Yea,2:19,2
2,19,On Passage of the Bill S. 1926,Thune (R-SD),Nay,2:19,1
2,19,On Passage of the Bill S. 1926,Toomey (R-PA),Nay,2:19,1
2,19,On Passage of the Bill S. 1926,Udall (D-CO),Yea,2:19,2
2,19,On Passage of the Bill S. 1926,Udall (D-NM),Yea,2:19,2
2,19,On Passage of the Bill S. 1926,Vitter (R-LA),Yea,2:19,2
2,19,On Passage of the Bill S. 1926,Warner (D-VA),Yea,2:19,2
2,19,On Passage of the Bill S. 1926,Warren (D-MA),Yea,2:19,2
2,19,On Passage of the Bill S. 1926,Whitehouse (D-RI),Yea,2:19,2
2,19,On Passage of the Bill S. 1926,Wicker (R-MS),Yea,2:19,2
2,19,On Passage of the Bill S. 1926,Wyden (D-OR),Yea,2:19,2
2,62,On Passage of the Bill S. 1917,Alexander (R-TN),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Ayotte (R-NH),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Baldwin (D-WI),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Barrasso (R-WY),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Begich (D-AK),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Bennet (D-CO),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Blumenthal (D-CT),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Blunt (R-MO),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Booker (D-NJ),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Boozman (R-AR),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Boxer (D-CA),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Brown (D-OH),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Burr (R-NC),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Cantwell (D-WA),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Cardin (D-MD),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Carper (D-DE),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Casey (D-PA),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Chambliss (R-GA),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Coats (R-IN),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Coburn (R-OK),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Cochran (R-MS),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Collins (R-ME),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Coons (D-DE),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Corker (R-TN),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Cornyn (R-TX),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Crapo (R-ID),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Cruz (R-TX),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Donnelly (D-IN),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Durbin (D-IL),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Enzi (R-WY),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Feinstein (D-CA),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Fischer (R-NE),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Flake (R-AZ),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Franken (D-MN),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Gillibrand (D-NY),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Graham (R-SC),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Grassley (R-IA),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Hagan (D-NC),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Harkin (D-IA),Not Voting,2:62,0
2,62,On Passage of the Bill S. 1917,Hatch (R-UT),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Heinrich (D-NM),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Heitkamp (D-ND),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Heller (R-NV),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Hirono (D-HI),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Hoeven (R-ND),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Inhofe (R-OK),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Isakson (R-GA),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Johanns (R-NE),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Johnson (D-SD),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Johnson (R-WI),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Kaine (D-VA),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,King (I-ME),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Kirk (R-IL),Not Voting,2:62,0
2,62,On Passage of the Bill S. 1917,Klobuchar (D-MN),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Landrieu (D-LA),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Leahy (D-VT),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Lee (R-UT),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Levin (D-MI),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Manchin (D-WV),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Markey (D-MA),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,McCain (R-AZ),Not Voting,2:62,0
2,62,On Passage of the Bill S. 1917,McCaskill (D-MO),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,McConnell (R-KY),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Menendez (D-NJ),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Merkley (D-OR),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Mikulski (D-MD),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Moran (R-KS),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Murkowski (R-AK),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Murphy (D-CT),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Murray (D-WA),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Nelson (D-FL),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Paul (R-KY),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Portman (R-OH),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Pryor (D-AR),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Reed (D-RI),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Reid (D-NV),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Risch (R-ID),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Roberts (R-KS),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Rockefeller (D-WV),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Rubio (R-FL),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Sanders (I-VT),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Schatz (D-HI),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Schumer (D-NY),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Scott (R-SC),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Sessions (R-AL),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Shaheen (D-NH),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Shelby (R-AL),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Stabenow (D-MI),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Tester (D-MT),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Thune (R-SD),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Toomey (R-PA),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Udall (D-CO),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Udall (D-NM),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Vitter (R-LA),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Walsh (D-MT),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Warner (D-VA),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Warren (D-MA),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Whitehouse (D-RI),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Wicker (R-MS),Yea,2:62,2
2,62,On Passage of the Bill S. 1917,Wyden (D-OR),Yea,2:62,2
2,77,On Passage of the Bill S. 1086,Alexander (R-TN),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Ayotte (R-NH),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Baldwin (D-WI),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Barrasso (R-WY),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Begich (D-AK),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Bennet (D-CO),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Blumenthal (D-CT),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Blunt (R-MO),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Booker (D-NJ),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Boozman (R-AR),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Boxer (D-CA),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Brown (D-OH),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Burr (R-NC),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Cantwell (D-WA),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Cardin (D-MD),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Carper (D-DE),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Casey (D-PA),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Chambliss (R-GA),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Coats (R-IN),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Coburn (R-OK),Nay,2:77,1
2,77,On Passage of the Bill S. 1086,Cochran (R-MS),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Collins (R-ME),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Coons (D-DE),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Corker (R-TN),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Cornyn (R-TX),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Crapo (R-ID),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Cruz (R-TX),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Donnelly (D-IN),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Durbin (D-IL),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Enzi (R-WY),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Feinstein (D-CA),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Fischer (R-NE),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Flake (R-AZ),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Franken (D-MN),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Gillibrand (D-NY),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Graham (R-SC),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Grassley (R-IA),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Hagan (D-NC),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Harkin (D-IA),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Hatch (R-UT),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Heinrich (D-NM),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Heitkamp (D-ND),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Heller (R-NV),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Hirono (D-HI),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Hoeven (R-ND),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Inhofe (R-OK),Not Voting,2:77,0
2,77,On Passage of the Bill S. 1086,Isakson (R-GA),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Johanns (R-NE),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Johnson (D-SD),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Johnson (R-WI),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Kaine (D-VA),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,King (I-ME),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Kirk (R-IL),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Klobuchar (D-MN),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Landrieu (D-LA),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Leahy (D-VT),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Lee (R-UT),Nay,2:77,1
2,77,On Passage of the Bill S. 1086,Levin (D-MI),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Manchin (D-WV),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Markey (D-MA),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,McCain (R-AZ),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,McCaskill (D-MO),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,McConnell (R-KY),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Menendez (D-NJ),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Merkley (D-OR),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Mikulski (D-MD),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Moran (R-KS),Not Voting,2:77,0
2,77,On Passage of the Bill S. 1086,Murkowski (R-AK),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Murphy (D-CT),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Murray (D-WA),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Nelson (D-FL),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Paul (R-KY),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Portman (R-OH),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Pryor (D-AR),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Reed (D-RI),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Reid (D-NV),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Risch (R-ID),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Roberts (R-KS),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Rockefeller (D-WV),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Rubio (R-FL),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Sanders (I-VT),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Schatz (D-HI),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Schumer (D-NY),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Scott (R-SC),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Sessions (R-AL),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Shaheen (D-NH),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Shelby (R-AL),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Stabenow (D-MI),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Tester (D-MT),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Thune (R-SD),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Toomey (R-PA),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Udall (D-CO),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Udall (D-NM),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Vitter (R-LA),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Walsh (D-MT),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Warner (D-VA),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Warren (D-MA),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Whitehouse (D-RI),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Wicker (R-MS),Yea,2:77,2
2,77,On Passage of the Bill S. 1086,Wyden (D-OR),Yea,2:77,2
1,44,On Passage of the Bill H.R. 933,Alexander (R-TN),Yea,1:44,2
1,44,On Passage of the Bill H.R. 933,Ayotte (R-NH),Nay,1:44,1
1,44,On Passage of the Bill H.R. 933,Baldwin (D-WI),Yea,1:44,2
1,44,On Passage of the Bill H.R. 933,Barrasso (R-WY),Yea,1:44,2
1,44,On Passage of the Bill H.R. 933,Baucus (D-MT),Yea,1:44,2
1,44,On Passage of the Bill H.R. 933,Begich (D-AK),Yea,1:44,2
1,44,On Passage of the Bill H.R. 933,Bennet (D-CO),Yea,1:44,2
1,44,On Passage of the Bill H.R. 933,Blumenthal (D-CT),Yea,1:44,2
1,44,On Passage of the Bill H.R. 933,Blunt (R-MO),Yea,1:44,2
1,44,On Passage of the Bill H.R. 933,Boozman (R-AR),Yea,1:44,2
1,44,On Passage of the Bill H.R. 933,Boxer (D-CA),Yea,1:44,2
1,44,On Passage of the Bill H.R. 933,Brown (D-OH),Yea,1:44,2
1,44,On Passage of the Bill H.R. 933,Burr (R-NC),Nay,1:44,1
1,44,On Passage of the Bill H.R. 933,Cantwell (D-WA),Yea,1:44,2
1,44,On Passage of the Bill H.R. 933,Cardin (D-MD),Yea,1:44,2
1,44,On Passage of the Bill H.R. 933,Carper (D-DE),Yea,1:44,2
1,44,On Passage of the Bill H.R. 933,Casey (D-PA),Yea,1:44,2
1,44,On Passage of the Bill H.R. 933,Chambliss (R-GA),Yea,1:44,2
1,44,On Passage of the Bill H.R. 933,Coats (R-IN),Yea,1:44,2
1,44,On Passage of the Bill H.R. 933,Coburn (R-OK),Nay,1:44,1
